Professor : ( Z : 0.166667 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -125.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -125.999 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -126.166 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -126.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -126.499 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -126.666 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -126.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -126.999 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -127.166 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -127.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -127.499 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -127.666 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -127.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -127.999 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -128.166 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -128.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -128.499 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -128.666 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -128.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -128.999 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -129.166 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -129.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -129.499 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -129.666 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -129.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -129.999 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -130.166 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -130.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -130.499 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -130.666 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -130.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -130.999 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -131.166 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -131.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -131.499 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -131.666 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -131.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -131.999 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -132.166 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -132.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -132.499 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -132.666 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -132.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -132.999 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -133.166 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -133.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -133.499 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -133.666 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -133.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -133.999 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -134.166 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -134.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -134.499 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -134.666 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -134.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -134.999 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -135.166 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -135.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -135.499 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -135.666 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -135.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -135.999 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -136.166 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -136.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -136.499 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -136.666 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -136.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -136.999 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -137.166 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -137.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -137.499 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -137.666 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -137.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -138 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -138.166 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -138.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -138.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -138.666 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -138.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -139 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -139.166 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -139.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -139.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -139.666 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -139.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -140 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -140.166 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -140.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -140.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -140.666 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -140.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -141 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -141.166 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -141.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -141.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -141.666 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -141.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -142 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -142.166 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -142.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -142.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -142.666 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -142.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -143 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -143.166 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -143.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -143.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -143.666 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -143.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -144 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -144.166 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -144.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -144.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -144.666 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -144.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -145 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -145.166 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -145.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -145.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -145.666 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -145.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -146 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -146.166 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -146.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -146.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -146.666 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -146.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -147 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -147.166 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -147.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -147.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -147.666 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -147.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -148 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -148.166 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -148.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -148.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -148.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -148.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -149 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -149.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -149.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -149.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -149.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -149.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -150 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -150.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -150.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -150.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -150.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -150.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -151 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -151.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -151.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -151.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -151.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -151.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -152 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -152.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -152.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -152.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -152.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -152.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -153 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -153.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -153.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -153.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -153.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -153.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -154 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -154.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -154.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -154.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -154.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -154.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -155 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -155.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -155.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -155.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -155.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -155.833 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -156 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -156.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -156.333 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -156.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -156.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -156.833 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -157 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -157.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -157.333 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -157.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -157.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -157.833 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -158 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -158.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -158.333 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -158.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -158.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -158.833 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -159 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -159.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -159.333 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -159.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -159.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -159.834 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -160 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -160.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -160.334 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -160.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -160.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -160.834 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -161 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -161.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -161.334 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -161.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -161.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -161.834 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -162 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -162.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -162.334 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -162.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -162.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -162.834 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -163 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -163.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -163.334 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -163.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -163.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -163.834 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -164 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -164.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -164.334 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -164.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -164.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -164.834 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -165 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -165.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -165.334 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -165.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -165.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -165.834 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -166 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -166.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -166.334 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -166.5 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -166.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -166.834 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -167 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -167.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -167.334 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -167.5 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -167.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -167.834 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -168 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -168.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -168.334 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -168.5 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -168.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -168.834 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -169 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -169.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -169.334 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -169.5 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -169.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -169.834 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -170 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -170.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -170.334 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -170.501 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -170.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -170.834 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -171.001 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -171.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -171.334 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -171.501 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -171.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -171.834 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -172.001 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -172.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -172.334 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -172.501 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -172.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -172.834 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -173.001 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -173.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -173.334 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -173.501 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -173.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -173.834 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -174.001 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -174.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -174.334 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -174.501 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -174.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -174.834 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -175.001 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -175.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -175.334 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -175.501 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -175.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -175.834 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -176.001 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -176.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -176.334 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -176.501 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -176.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -176.834 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -177.001 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -177.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -177.334 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -177.501 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -177.667 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -177.834 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -178.001 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -178.167 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -178.334 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -178.501 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -178.667 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -178.834 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -179.001 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -179.167 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -179.334 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -179.501 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : -179.667 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : -179.834 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : -180.001 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : -180.167 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : -180.334 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : -180.501 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : -180.667 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : -180.834 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : -181.001 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : -181.167 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : -181.334 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : -181.501 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : -181.668 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : -181.834 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : -182.001 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : -182.168 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : -182.334 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : -182.501 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : -182.668 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : -182.834 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : -183.001 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : -183.168 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : -183.334 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : -183.501 )   Fish : ( X : 51.7037, Z : 112.941 )
